Resource Name,County,National Register Date,National Register Number,Longitude,Latitude,Georeference
"DuBois, Josiah, Farm",Ulster,2/18/1988,90NR01073,-74.1130326,41.72633592,POINT (-74.1130326 41.72633592)
Newberry Building,Genesee,9/11/2017,15NR00145,-78.18256369,42.99703544,POINT (-78.18256369 42.99703544)
"New York Public Library, Hamilton Grange Branch",New York,7/23/1981,90NR00790,-73.94800608,40.8257175,POINT (-73.94800608 40.8257175)
Stevens-Sommerfeldt House,Orleans,5/26/2015,15NR00012,-78.0689272,43.14786899,POINT (-78.0689272 43.14786899)
"Winegar, Hendrik, House",Dutchess,4/15/1975,90NR00292,-73.51109334,41.82792683,POINT (-73.51109334 41.82792683)
"Martin, Hendrick, House",Dutchess,8/2/2007,07NR05727,-73.87549345,42.00487234,POINT (-73.87549345 42.00487234)
Jenkins-BuBois Farm and Mill Site,Ulster,5/30/2001,01NR01791,-74.11022917,41.69620034,POINT (-74.11022917 41.69620034)
Turner Brother?s Building; American Household Storage Company,Erie,1/9/2013,12NR06369,-78.88354882,42.89266756,POINT (-78.88354882 42.89266756)
St. Jean Baptiste Church and Rectory,New York,4/23/1980,90NR00681,-73.95988475,40.77258417,POINT (-73.95988475 40.77258417)
Sharpe Burial Ground,Ulster,11/15/2002,02NR04936,-74.00835543,41.93257513,POINT (-74.00835543 41.93257513)
Second Walton Armory (Thirty-third Separate Company),Delaware,9/6/2016,16NR00054,-75.13068486,42.16534861,POINT (-75.13068486 42.16534861)
Rescue Hook & Ladder Co. No. 1,Nassau,5/6/1991,91NR03347,-73.64634599,40.80286744,POINT (-73.64634599 40.80286744)
Matinecock Friends Meeting House,Nassau,7/19/1976,91NR00269,-73.59436759,40.86634085,POINT (-73.59436759 40.86634085)
"Dunsbach, Martin, House",Albany,10/3/1985,90NR02769,-73.75687266,42.78488307,POINT (-73.75687266 42.78488307)
"East 69th Street, Rowhouses at 322-344",New York,9/7/1984,90NR00829,-73.95886891,40.76627878,POINT (-73.95886891 40.76627878)
Church of St. Vincent Ferrer and Priory,New York,6/14/1984,90NR00756,-73.96475533,40.7661102,POINT (-73.96475533 40.7661102)
Charlton Historic District,Saratoga,1/1/1976,90NR02586,-73.96465621,42.93353462,POINT (-73.96465621 42.93353462)
"West Delhi Presbyterian Church, Manse and Cemetery",Delaware,11/7/2008,08NR05892,-75.00771918,42.30020485,POINT (-75.00771918 42.30020485)
Dryden Village Historic District,Tompkins,6/15/1984,90NR02275,-76.29614443,42.48910679,POINT (-76.29614443 42.48910679)
United States Post Office-Warsaw,Wyoming,5/11/1989,90NR02041,-78.13312718,42.73956235,POINT (-78.13312718 42.73956235)
"Whalen, Harvey, House",Monroe,11/21/1994,94NR00757,-77.44586606,43.14159996,POINT (-77.44586606 43.14159996)
Mott Haven Historic District,Bronx,3/25/1980,90NR00035,-73.92340631,40.81046721,POINT (-73.92340631 40.81046721)
Walter's Hot Dog Stand,Westchester,6/11/2010,10NR06097,-73.74736406,40.94324887,POINT (-73.74736406 40.94324887)
Whitney Museum of American Art,New York,,93NR00507,-73.96383628,40.77341627,POINT (-73.96383628 40.77341627)
"Homestead, The",Westchester,3/29/2001,00NR01725,-73.59540241,41.2824508,POINT (-73.59540241 41.2824508)
Webster Hotel,New York,9/7/1984,90NR00831,-73.98132681,40.75594655,POINT (-73.98132681 40.75594655)
Williams-DuBois House,Westchester,5/25/1989,90NR02451,-73.82765841,41.18548461,POINT (-73.82765841 41.18548461)
Akin Free Library,Dutchess,11/21/1991,91NR00094,-73.54883083,41.55890381,POINT (-73.54883083 41.55890381)
Parmeter House,St. Lawrence,6/6/2003,99NR01510,-74.98287812,44.6437935,POINT (-74.98287812 44.6437935)
East Hampton Railroad Station,Suffolk,6/2/2000,99NR01544,-72.19334964,40.96503032,POINT (-72.19334964 40.96503032)
"Akins, Robert, House",Tioga,7/2/1984,90NR02223,-76.18785417,42.30211692,POINT (-76.18785417 42.30211692)
"Clark, Starr, Tin Shop",Oswego,12/4/2001,01NR01873,-76.22837815,43.46014802,POINT (-76.22837815 43.46014802)
"Howe, Dr. John Quincy, House",Ontario,2/5/2002,01NR01878,-77.05566691,42.95739865,POINT (-77.05566691 42.95739865)
Rolling Ridge Farm,Madison,11/2/1987,90NR01413,-75.84559618,42.91276914,POINT (-75.84559618 42.91276914)
Jonesville Store,Saratoga,1/14/2011,10NR06160,-73.82336669,42.91022217,POINT (-73.82336669 42.91022217)
Walnut Street Historic District,Otsego,7/30/1980,90NR02185,-75.0614963,42.45745487,POINT (-75.0614963 42.45745487)
"McCloud, J. M., House",Yates,,94NR00656,-76.96485196,42.52445503,POINT (-76.96485196 42.52445503)
Wellman Building,Chautauqua,8/21/2009,09NR06012,-79.24269391,42.09581183,POINT (-79.24269391 42.09581183)
South Peterboro Street Residential Historic District,Madison,5/23/1986,90NR01436,-75.75223736,43.0745276,POINT (-75.75223736 43.0745276)
Kreiner Malting Elevator,Erie,12/8/2017,16NR00072,-78.8515742,42.86981742,POINT (-78.8515742 42.86981742)
Russian Orthodox Cathedral of the Transfiguration of Our Lord,Kings,4/16/1980,90NR01271,-73.95332458,40.71946552,POINT (-73.95332458 40.71946552)
Joralemon Street Tunnel (IRT),Kings,2/9/2006,05NR05428,-74.00473295,40.69694826,POINT (-74.00473295 40.69694826)
Oak Street School,Oswego,7/3/2003,02NR05042,-76.41804482,43.31209905,POINT (-76.41804482 43.31209905)
Parkside Candy Shoppe and Factory,Erie,11/16/2015,15NR00083,-78.82603634,42.95176615,POINT (-78.82603634 42.95176615)
LETTIE G. HOWARD (Schooner),New York,9/7/1984,90NR00827,-74.00200686,40.70505056,POINT (-74.00200686 40.70505056)
"Willis, Christopher, House",Yates,8/24/1994,94NR00685,-76.95116291,42.68445833,POINT (-76.95116291 42.68445833)
Presbyterian Rest for Convalescents,Westchester,4/27/2011,08NR05930,-73.76748313,41.03852096,POINT (-73.76748313 41.03852096)
Brick Church Corners,Wayne,6/5/1974,90NR02280,-77.30555564,43.25754276,POINT (-77.30555564 43.25754276)
Methodist Episcopal Church of Jacksonville,Tompkins,11/30/2018,18NR00062,-76.61447059,42.50909607,POINT (-76.61447059 42.50909607)
"Cramer, Frederick, House",Albany,10/3/1985,90NR02768,-73.76978349,42.69745683,POINT (-73.76978349 42.69745683)
Forks in the Road Schoolhouse,Schoharie,7/6/2005,05NR05431,-74.56294716,42.41191055,POINT (-74.56294716 42.41191055)
Public Baths,New York,4/23/1980,90NR00679,-73.97548861,40.73635976,POINT (-73.97548861 40.73635976)
Roseboom Historic District,Otsego,11/19/1998,98NR01411,-74.77165486,42.74004843,POINT (-74.77165486 42.74004843)
Vestal Central School,Broome,2/22/2010,09NR06079,-76.0511119,42.08481348,POINT (-76.0511119 42.08481348)
Jewett Refrigerator Company Factory,Erie,11/9/2018,18NR00064,-78.88997087,42.9429272,POINT (-78.88997087 42.9429272)
Pontiac Hotel,Oswego,7/21/1983,90NR02153,-76.50996477,43.45515383,POINT (-76.50996477 43.45515383)
Hunter-Oliphant Block,Oswego,7/21/1995,95NR00840,-76.51036301,43.45564374,POINT (-76.51036301 43.45564374)
First Baptist Church,Montgomery,1/21/1994,93NR00445,-74.34543925,42.84855791,POINT (-74.34543925 42.84855791)
Court Street Historic District,Broome,9/7/1984,90NR00085,-75.91146766,42.09887186,POINT (-75.91146766 42.09887186)
U.S. Customhouse,Niagara,7/16/1973,90NR01962,-79.05559201,43.10981862,POINT (-79.05559201 43.10981862)
HENRY C. MYRTLE HOUSE,Steuben,3/31/2014,13NR06510,-77.30884598,42.37285386,POINT (-77.30884598 42.37285386)
Masten-Quinn Residence,Sullivan,2/13/2003,02NR04991,-74.48113548,41.57706401,POINT (-74.48113548 41.57706401)
"Thompson, W.B., Mansion",Westchester,10/29/1982,90NR02468,-73.88410149,40.97279205,POINT (-73.88410149 40.97279205)
Maple Grove,Dutchess,3/29/2001,00NR01720,-73.92682452,41.68128631,POINT (-73.92682452 41.68128631)
"Daisy Flour Mill, Inc.",Monroe,6/26/1972,90NR01473,-77.51150958,43.14615892,POINT (-77.51150958 43.14615892)
Christian Church,Delaware,3/12/2001,01NR01748,-74.8785422,42.29898446,POINT (-74.8785422 42.29898446)
Union Mill Complex,Saratoga,6/17/1982,90NR02609,-73.85062209,43.00876838,POINT (-73.85062209 43.00876838)
Anshe Glen Wild Synagogue,Sullivan,1/15/1999,99NR01444,-74.58859182,41.65032093,POINT (-74.58859182 41.65032093)
"Smith, Adon, House",Madison,5/2/1974,90NR01439,-75.54279231,42.82696273,POINT (-75.54279231 42.82696273)
Branch Historic District,Suffolk,9/11/1986,90NR01921,-73.18322762,40.85680222,POINT (-73.18322762 40.85680222)
Simons General Store,Columbia,4/23/1973,90NR00209,-73.63688812,42.05044893,POINT (-73.63688812 42.05044893)
Longwood Historic District,Bronx,9/26/1983,90NR00060,-73.89962382,40.81677292,POINT (-73.89962382 40.81677292)
59th Street-Columbus Circle Subway Station (IRT),New York,9/17/2004,04NR05291,-73.98193185,40.76847208,POINT (-73.98193185 40.76847208)
Immaculate Conception Roman Catholic Church Complex,Monroe,3/31/1992,92NR00345,-77.61720893,43.14663054,POINT (-77.61720893 43.14663054)
Nathan Wild House,Columbia,6/30/1991,91NR00013,-73.67926807,42.41418552,POINT (-73.67926807 42.41418552)
Waterman-Gramps House,Montgomery,9/27/1980,90NR01559,-74.6117305,42.93577481,POINT (-74.6117305 42.93577481)
Sibley & Holmwood Candy Factory and the Witkop & Holmes Headquarters,Erie,7/11/2014,13NR06496,-78.87011299,42.88052998,POINT (-78.87011299 42.88052998)
Terwilliger-Smith Farm,Ulster,12/31/2002,02NR04998,-74.31942715,41.7964496,POINT (-74.31942715 41.7964496)
Liberty Street Historic District,Steuben,9/30/1983,90NR02027,-77.3180348,42.33564093,POINT (-77.3180348 42.33564093)
U.S. Customshouse,St. Lawrence,10/9/1974,90NR02563,-75.49740023,44.69733102,POINT (-75.49740023 44.69733102)
Hopkins Cottage,Franklin,11/6/1992,90NR02948,-74.13011179,44.31763176,POINT (-74.13011179 44.31763176)
Remington Stables,Herkimer,10/29/1976,90NR00590,-75.03504247,43.01237654,POINT (-75.03504247 43.01237654)
Chambers Street Subway Station (Dual System IRT),New York,3/30/2005,04NR05301,-74.00925333,40.71549179,POINT (-74.00925333 40.71549179)
Genesee County Courthouse,Genesee,6/18/1973,90NR00525,-78.18691106,42.99776186,POINT (-78.18691106 42.99776186)
"Hudson River State Hospital, Main Building",Dutchess,6/30/1989,94NR00622,-73.92820092,41.73273437,POINT (-73.92820092 41.73273437)
"Van Buren, John, Tavern",Oswego,11/3/1988,90NR02143,-76.42814331,43.35966641,POINT (-76.42814331 43.35966641)
Chappell Farmhouse,Madison,11/2/1987,90NR01405,-75.85639033,42.9477622,POINT (-75.85639033 42.9477622)
Greenwich Savings Bank,New York,11/16/2005,05NR05487,-73.98715114,40.75146519,POINT (-73.98715114 40.75146519)
Yates County Courthouse Park District,Yates,6/19/1979,90NR00016,-77.05734717,42.66499465,POINT (-77.05734717 42.66499465)
The Locusts (Peter Eltinge House),Ulster,12/16/1996,96NR01097,-74.10236429,41.72954309,POINT (-74.10236429 41.72954309)
Union Chapel,Suffolk,11/23/1984,90NR01879,-72.35697101,41.08485514,POINT (-72.35697101 41.08485514)
Scott-Edwards House,Richmond,2/11/1983,90NR01016,-74.12353779,40.62880953,POINT (-74.12353779 40.62880953)
"Bailey, William, House",Clinton,11/12/1982,90NR00177,-73.46463944,44.70035291,POINT (-73.46463944 44.70035291)
Yonkers Water Works,Westchester,7/21/1982,90NR02465,-73.87086852,40.96098302,POINT (-73.87086852 40.96098302)
Old Warren County Courthouse Complex,Warren,6/19/1973,90NR02739,-73.71163462,43.42586467,POINT (-73.71163462 43.42586467)
Manhattan Company Building,New York,6/16/2000,00NR01621,-74.0097349,40.70702406,POINT (-74.0097349 40.70702406)
"Salisbury, Charles, M., House",Oswego,11/15/1988,90NR02161,-76.06814404,43.64146181,POINT (-76.06814404 43.64146181)
"Campbell, Cornelius Nase, House",Dutchess,4/18/2007,06NR05663,-73.70872709,41.86982797,POINT (-73.70872709 41.86982797)
"Mendelson, A., & Son Company Building",Albany,6/6/2003,02NR04995,-73.75407694,42.6375202,POINT (-73.75407694 42.6375202)
"Wood, Joseph, House",Suffolk,5/18/2003,02NR04952,-73.08422474,40.72983759,POINT (-73.08422474 40.72983759)
Clinton Hall,Tompkins,7/7/1988,90NR02265,-76.49931793,42.43984992,POINT (-76.49931793 42.43984992)
Syracuse Post Office and Court House,Onondaga,,91NR00249,-76.15460543,43.0513106,POINT (-76.15460543 43.0513106)
Riverside Cemetery,Broome,8/11/2004,04NR05210,-76.05874862,42.09364484,POINT (-76.05874862 42.09364484)
Bay Crest Historic District,Suffolk,9/26/1985,90NR01904,-73.41741271,40.90135646,POINT (-73.41741271 40.90135646)
Trinity Evangelical Lutheran Church of Manhattan,New York,9/16/2009,09NR06002,-73.96810552,40.7962129,POINT (-73.96810552 40.7962129)
"Simonds, L.C., Adirondack Cabin",Washington,11/29/2010,10NR06165,-73.42428398,43.61548093,POINT (-73.42428398 43.61548093)
"Wing, Asa and Caroline, House",Oswego,12/4/2001,01NR01864,-76.16340794,43.42113476,POINT (-76.16340794 43.42113476)
Holley Village Historic District,Orleans,8/24/2015,15NR00030,-78.02474392,43.22481771,POINT (-78.02474392 43.22481771)
Jarvis-Fleet House,Suffolk,9/26/1985,90NR01829,-73.39084292,40.89988274,POINT (-73.39084292 40.89988274)
Pawling Hall,Montgomery,11/15/2002,02NR04951,-74.15163638,42.97763703,POINT (-74.15163638 42.97763703)
Pioneer Cemetery,Delaware,7/24/2007,06NR05685,-75.3937592,42.31655335,POINT (-75.3937592 42.31655335)
Schoharie Village Historic District,Schoharie,4/5/2019,18NR00087,-74.31451322,42.6668743,POINT (-74.31451322 42.6668743)
"Mooney, Edward, House",New York,12/12/1976,90NR00938,-73.99750446,40.71464468,POINT (-73.99750446 40.71464468)
House at 112 Sea Cliff Avenue,Nassau,2/18/1988,90NR01746,-73.640446,40.84976626,POINT (-73.640446 40.84976626)
"Youngs, Thomas, House",Monroe,6/24/1993,92NR00411,-77.50374657,43.08247389,POINT (-77.50374657 43.08247389)
"Ten Eyck, Tobias C., House and Cemeteries",Albany,11/25/1994,94NR00750,-73.80574476,42.51373274,POINT (-73.80574476 42.51373274)
Bouwerie Lane Theater,New York,4/23/1980,90NR00673,-73.99236986,40.72592005,POINT (-73.99236986 40.72592005)
"2333  State Route 80, Van Hornesville",Herkimer,9/3/2019,16NR00105,-74.82672328,42.90011168,POINT (-74.82672328 42.90011168)
Bear Mountain State Park Historic District,Orange,,91NR00060,-73.99769261,41.31764264,POINT (-73.99769261 41.31764264)
Batavia Club,Genesee,6/19/1973,90NR00526,-78.18163353,42.99763248,POINT (-78.18163353 42.99763248)
"Trevor, John Bond, House (Glenview)",Westchester,6/19/1972,90NR02463,-73.89679517,40.95315184,POINT (-73.89679517 40.95315184)
"Prince Street, House at 203",New York,5/26/1983,90NR00728,-74.00280695,40.72692759,POINT (-74.00280695 40.72692759)
Rogues Harbor Inn,Tompkins,8/26/2009,08NR05948,-76.50548714,42.53775121,POINT (-76.50548714 42.53775121)
Sharpe Homestead and Cemetery,Rensselaer,5/19/2005,03NR05110,-73.69910284,42.65925094,POINT (-73.69910284 42.65925094)
First Methodist Episcopal Church of Nyack,Rockland,2/20/1998,98NR01295,-73.91746506,41.10362037,POINT (-73.91746506 41.10362037)
"Lomb, Adolph, House",Monroe,1/24/1995,95NR00801,-77.5236673,43.08802167,POINT (-77.5236673 43.08802167)
Guilford Center Cemetery,Chenango,10/5/2005,05NR05453,-75.46519938,42.40831051,POINT (-75.46519938 42.40831051)
Lowville G.A.R. Soldier?s Monument,Lewis,7/29/2009,08NR05915,-75.49552227,43.79083934,POINT (-75.49552227 43.79083934)
Pfeiffer-Wheeler Chestnut Cabin,Cattaraugus,1/11/2002,01NR01872,-78.32417451,42.09363665,POINT (-78.32417451 42.09363665)
House at 218 Dearborn Street,Erie,10/18/2011,11NR06235,-78.90180763,42.93521182,POINT (-78.90180763 42.93521182)
"Hilton Avenue, Building at 112",Nassau,11/14/1978,91NR00236,-73.64008436,40.72732582,POINT (-73.64008436 40.72732582)
Mamaroneck United Methodist Church,Westchester,10/2/1992,92NR00350,-73.72915886,40.95158481,POINT (-73.72915886 40.95158481)
Christ Episcopal Church,Schenectady,4/24/1987,90NR02645,-74.15463166,42.76916761,POINT (-74.15463166 42.76916761)
Aurora Village-Wells College Historic District,Cayuga,11/19/1980,90NR00105,-76.70096784,42.75135105,POINT (-76.70096784 42.75135105)
G. W. Todd?Wilmot Castle Company Building,Monroe,1/29/2018,17NR00078,-77.56908512,43.15054602,POINT (-77.56908512 43.15054602)
Sulphur Springs Cemetery,Jefferson,10/18/1989,90NR01145,-76.03117636,43.92405569,POINT (-76.03117636 43.92405569)
Christ Church,Nassau,11/9/2018,17NR00056,-73.52771752,40.87251042,POINT (-73.52771752 40.87251042)
"Royce, J. B., House and Farm Complex",Tioga,7/2/1984,90NR02235,-76.179376,42.32775471,POINT (-76.179376 42.32775471)
United States Post Office-Albion,Orleans,11/17/1988,90NR02013,-78.19422808,43.24598904,POINT (-78.19422808 43.24598904)
Byington Mill (Frisbie & Stansfield Knitting Company),Oneida,5/27/1993,92NR00417,-75.22155069,43.10273403,POINT (-75.22155069 43.10273403)
United States Post Office-Hempstead,Nassau,11/17/1988,90NR01712,-73.62836935,40.70733471,POINT (-73.62836935 40.70733471)
Lake Champlain Bridge,Essex,2/9/2009,07NR05748,-73.42376262,44.0320605,POINT (-73.42376262 44.0320605)
Terpenning-Johnson House and Cemetery,Schoharie,2/5/2013,12NR06402,-74.60770243,42.62821796,POINT (-74.60770243 42.62821796)
Alwyn Court Apartments,New York,12/26/1976,90NR00956,-73.97933218,40.76586814,POINT (-73.97933218 40.76586814)
"Van Buren, David, House",Oswego,6/9/1988,90NR02141,-76.42847311,43.36088209,POINT (-76.42847311 43.36088209)
"Ockers, Jacob, House",Suffolk,7/10/1992,92NR00298,-73.12256186,40.73951496,POINT (-73.12256186 40.73951496)
District School No. 3,Rensselaer,8/28/1998,98NR01369,-73.70681227,42.50247651,POINT (-73.70681227 42.50247651)
Cyclone Roller Coaster,Kings,6/25/1991,91NR00005,-73.977702,40.57459973,POINT (-73.977702 40.57459973)
"Woodchuck Lodge (Burroughs, John, Home)",Delaware,10/15/1966,90NR00282,-74.58235676,42.29515948,POINT (-74.58235676 42.29515948)
Swan River Schoolhouse,Suffolk,8/18/2017,15NR00144,-72.98865972,40.76455314,POINT (-72.98865972 40.76455314)
Pittsford Village Historic District Boundary Increase,Monroe,4/12/2016,15NR00110,-77.515012,43.09026554,POINT (-77.515012 43.09026554)
Loew's State Theater,Onondaga,5/2/1977,90NR02110,-76.15293795,43.04733216,POINT (-76.15293795 43.04733216)
Central IND Substation,New York,2/9/2006,05NR05426,-73.98065289,40.7622014,POINT (-73.98065289 40.7622014)
Stockholm-DeKalb-Hart Historic District,Queens,9/30/1983,92NR00293,-73.91400429,40.70902926,POINT (-73.91400429 40.70902926)
South Salem Presbyterian Church Cemetery,Westchester,,14NR06541,-73.55415653,41.27303998,POINT (-73.55415653 41.27303998)
Winslow Chemical Laboratory,Rensselaer,11/4/1994,94NR00754,-73.68446063,42.73096486,POINT (-73.68446063 42.73096486)
Bar Building,Westchester,5/17/2007,04NR05216,-73.76752791,41.03263058,POINT (-73.76752791 41.03263058)
Erie Railroad Station,Chautauqua,5/2/2003,02NR05022,-79.24472965,42.09460366,POINT (-79.24472965 42.09460366)
District School No. 19,Jefferson,10/18/1989,90NR01136,-76.03086659,43.92472794,POINT (-76.03086659 43.92472794)
Old Hawleyton Methodist Episcopal Church,Broome,9/28/2006,06NR05590,-75.91671291,42.01882649,POINT (-75.91671291 42.01882649)
Nathaniel Conklin House,Suffolk,12/8/1988,90NR01901,-73.3227015,40.70072251,POINT (-73.3227015 40.70072251)
Tuthill-Green House,Cayuga,2/24/1995,95NR00798,-76.42131102,42.70655205,POINT (-76.42131102 42.70655205)
Slack Farmstead,Oswego,11/14/1991,91NR00031,-76.18503395,43.45249816,POINT (-76.18503395 43.45249816)
"Tryon, Augustus S., House",Genesee,3/13/2013,12NR06413,-77.98819308,42.97959034,POINT (-77.98819308 42.97959034)
"Shafer, Jacob, House",Orange,8/16/1996,96NR01034,-74.26941665,41.52347951,POINT (-74.26941665 41.52347951)
